#{"t_start": 1750636327.971275, "env_id": "None"}
r,l,t
-4.182096,14,217.325681
-10.561142,11,217.51291
-8.56703,10,217.682983
-13.788976,16,217.953849
-11.260654,14,218.180137
-9.973064,18,218.486266
-14.600995,22,218.85454
-10.206927,13,219.070618
-4.825072,15,219.322543
-9.883299,14,219.561087
-8.752133,11,219.745107
